"user.login","Year","City","Period","n_obs","n_taxa","taxa"
"saltwellsbirder",2021,"Birmingham & Black Country, Midlands, UK","during",4,4,"54294 119666 55576 179037"
"saltwellsbirder",2022,"Birmingham & Black Country, Midlands, UK","during",6,5,"67747 54607 49490 179037 55576 54294"
"sam_e",2022,"Edinburgh, Scotland","before",3,2,"50252 117899"
"sam_moore_",2022,"Dallas-Fort Worth, Texas, USA","before",4,3,"229759 232361 69430"
"sam_or",2021,"Eugene-Springfield, Oregon, USA","during",2,2,"48711 55576"
"sam_zarov",2018,"Boston, Massachusetts, USA","during",1,1,"117943"
"sam692",2020,"Birmingham & Black Country, Midlands, UK","during",1,1,"182631"
"sam727",2019,"Chicago, Illinois, USA","during",11,6,"54294 117887 151767 117943 174748 54734"
"sam801",2020,"Colorado Springs, Colorado, USA","during",1,1,"344442"
"samanthamelanson",2018,"Boston, Massachusetts, USA","during",3,1,"117943 117951"
"sambiology",2018,"Dallas-Fort Worth, Texas, USA","during",4,4,"55553 508867 229759 117867"
"sambiology",2019,"Dallas-Fort Worth, Texas, USA","during",5,4,"232361 229759 508867 55553"
"sambiology",2020,"Dallas-Fort Worth, Texas, USA","after",1,1,"55553"
"sambiology",2020,"Dallas-Fort Worth, Texas, USA","during",6,6,"117867 55553 233685 232361 229245 120384"
"sambiology",2021,"Dallas-Fort Worth, Texas, USA","during",5,4,"229759 510865 55553 232361"
"sambiology",2022,"Dallas-Fort Worth, Texas, USA","during",4,3,"233685 55553 229245"
"sammimundt",2021,"Denver-Boulder Metro, Colorado, USA","before",1,1,"155094"
"sammontignies78",2021,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"sammontignies78",2022,"Cape Town, Western Cape, South Africa","during",1,1,"55576"
"samparker42",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"samuelsernawills",2022,"Bogotá, Colombia","during",4,3,"117867 49490 122029"
"samyeeet54",2020,"Garden Route, Western Cape, South Africa","during",1,1,"461903"
"sanchoaz5",2020,"Boston, Massachusetts, USA","during",2,2,"148365 117943"
"sandeman79",2021,"Copenhagen, Denmark","before",1,1,"124439"
"sandiaman",2020,"Albuquerque, New Mexico, USA","during",1,1,"60724"
"sandra-clochette",2018,"Bristol & Bath City Region, UK","during",32,28,"182631 462309 462306 223123 222838 463176 123894 1232380 775650 1027854 212392 55576 117858 233474 463797 205492 49488 119666 223257 203807 123348 182455 154107 210314 124439 48325 69468 54607"
"sandraf",2021,"Garden Route, Western Cape, South Africa","during",1,1,"67747"
"sandraf",2022,"Garden Route, Western Cape, South Africa","during",1,1,"597056"
"sandrahorton",2020,"Dallas-Fort Worth, Texas, USA","during",3,3,"55576 155090 463825"
"sandrasierra",2022,"Bogotá, Colombia","during",1,1,"67747"
"sandyarroyo",2018,"Bogotá, Colombia","during",1,1,"67747"
"sandyarroyo",2019,"Bogotá, Colombia","during",2,1,"67747"
"sandykeller",2022,"Cincinnati, Ohio, USA","during",1,1,"182613"
"sandymj",2022,"Brighton, Sussex, UK","during",1,1,"55576"
"sanottoli",2021,"Dallas-Fort Worth, Texas, USA","after",1,1,"155090"
"santiagoag2002",2021,"Bogotá, Colombia","after",1,1,"117892"
"sara_friberg_busch",2022,"Copenhagen, Denmark","during",1,1,"124439"
"sarafatimah",2020,"Eugene-Springfield, Oregon, USA","during",1,1,"123175"
"sarah-pit",2022,"Waterloo Region, Ontario, Canada","during",1,1,"227661"
"sarah_richardson",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",2,2,"55576 117951"
"sarah3152",2021,"Birmingham & Black Country, Midlands, UK","during",1,1,"154184"
"sarah4398",2022,"Alachua County, Florida, USA","after",2,2,"464189 222950"
"saraha1857",2018,"Chicago, Illinois, USA","during",1,1,"69430"
"sarahbea777",2020,"Western NC, North Carolina, USA","during",1,1,"121176"
"sarahdobson",2020,"Brighton, Sussex, UK","during",1,1,"123175"
"sarahfame611",2019,"Boston, Massachusetts, USA","during",1,1,"200925"
"sarahhosey",2022,"Denver-Boulder Metro, Colorado, USA","during",1,1,"532267"
"sarahjane2003",2022,"Brighton, Sussex, UK","during",3,2,"55576 124439"
"sarahmurray",2020,"Atlanta, Georgia, USA","after",1,1,"117943"
"sarahp715",2021,"Austin, Texas, USA","after",1,1,"232361"
"sarahpf19",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",2,2,"355335 182679"
"sarahreinfeld",2021,"Boston, Massachusetts, USA","after",1,1,"67747"
"sarahrhea",2020,"Austin, Texas, USA","before",1,1,"55553"
"sarahsiddiqui28",2022,"Boston, Massachusetts, USA","during",1,1,"117943"
"sarahsmile974",2022,"Atlanta, Georgia, USA","during",1,1,"49490"
"saraiz",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"sararosemiller",2022,"Cleveland-Akron-Canton, OH, USA","during",1,1,"182713"
"sarigai_geoair",2021,"Albuquerque, New Mexico, USA","during",1,1,"67747"
"sarkam",2020,"Brno, Czech Republic","during",1,1,"55576"
"sarkam",2022,"Brno, Czech Republic","during",1,1,"55576"
"saskia_ed",2022,"Brighton, Sussex, UK","during",1,1,"55576"
"satroy85",2022,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"sausherman",2021,"Albuquerque, New Mexico, USA","during",1,1,"175359"
"savagewench77",2020,"Colón, Panamá","during",1,1,"463096"
"savannah_ledo",2022,"Boston, Massachusetts, USA","during",1,1,"69211"
"savannahbug",2021,"Dallas-Fort Worth, Texas, USA","during",2,2,"117943 117887"
"savannahbug",2022,"Dallas-Fort Worth, Texas, USA","during",3,3,"229441 232361 632126"
"savita2",2018,"Bristol & Bath City Region, UK","during",1,1,"54757"
"savita2",2019,"Bristol & Bath City Region, UK","during",1,1,"55576"
"savita2",2020,"Bristol & Bath City Region, UK","during",1,1,"69430"
"sawrobel",2021,"Calgary, Canada","during",1,1,"117887"
"sawyer275",2022,"Eugene-Springfield, Oregon, USA","before",1,1,"123175"
"sbarrvikes",2022,"Cleveland-Akron-Canton, OH, USA","before",1,1,"194686"
"sbetty",2021,"Baltimore, Maryland, USA","during",1,1,"463344"
"sbetz3",2022,"Cleveland-Akron-Canton, OH, USA","during",1,1,"49490"
"scanda",2022,"Atlanta, Georgia, USA","during",2,2,"49490 60724"
"scanters",2019,"Bristol & Bath City Region, UK","during",1,1,"117887"
"sceraul",2021,"Baltimore, Maryland, USA","during",1,1,"463344"
"schlofam",2022,"Chattanooga, Tennessee, USA","during",1,1,"117892"
"scholtz",2019,"Cape Town, Western Cape, South Africa","during",1,1,"229759"
"scopic",2022,"Dallas-Fort Worth, Texas, USA","during",4,3,"55554 117867 232361 55553"
"scottj800",2021,"Calgary, Canada","after",1,1,"54734"
"scottphillipg",2021,"Alachua County, Florida, USA","during",1,1,"464189"
"scottranger",2022,"Western NC, North Carolina, USA","during",2,2,"49490 48711"
"scottshatto",2022,"Baltimore, Maryland, USA","during",1,1,"155091"
"scottward",2022,"Chattanooga, Tennessee, USA","during",1,1,"217082"
"scottward",2022,"Western NC, North Carolina, USA","before",1,1,"48711"
"scoutsadie",2020,"Baltimore, Maryland, USA","during",2,2,"69211 49490"
"scro11ing",2022,"Bristol & Bath City Region, UK","during",8,8,"117887 55576 462705 120448 127123 223123 69430 179366"
"scud",2022,"Garden Route, Western Cape, South Africa","during",1,1,"67747"
"sdavis",2021,"Baltimore, Maryland, USA","during",2,2,"117887 117942"
"sdc93",2022,"Calgary, Canada","during",1,1,"344442"
"sdelli12",2019,"Charlotte, North Carolina, USA","during",2,1,"117951"
"sdr55",2020,"Dallas-Fort Worth, Texas, USA","during",1,1,"117943"
"sean579",2021,"Eugene-Springfield, Oregon, USA","after",1,1,"67747"
"sean579",2021,"Eugene-Springfield, Oregon, USA","before",1,1,"67747"
"sean615",2021,"Cape Town, Western Cape, South Africa","during",1,1,"48325"
"seanpmyers",2018,"Baltimore, Maryland, USA","after",1,1,"222950"
"seanpmyers",2018,"Baltimore, Maryland, USA","during",1,1,"117943"
"seanthebiobro",2019,"Calgary, Canada","before",2,2,"117988 532267"
"seanthebiobro",2021,"Calgary, Canada","during",3,3,"67747 54734 49490"
"sebastian923",2022,"Garden Route, Western Cape, South Africa","during",4,2,"229759 117867"
"seejanebird",2021,"Baton Rouge, Louisiana, USA","during",3,3,"464189 155091 233685"
"seejanebird",2022,"Baton Rouge, Louisiana, USA","during",2,2,"464189 151767"
"seenature",2020,"Austin, Texas, USA","during",2,2,"117867 182631"
"sehnature",2020,"Dallas-Fort Worth, Texas, USA","during",1,1,"232361"
"seibertk2",2019,"Boston, Massachusetts, USA","during",1,1,"69430"
"seinfeldin5a",2021,"Chicago, Illinois, USA","after",1,1,"228070"
"sej_hdz",2022,"Ciudad de México, México","during",2,2,"175971 117887"
"selenachan",2022,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",5,5,"318589 405329 67747 54758 55553"
"senecarw",2018,"Baltimore, Maryland, USA","during",1,1,"151767"
"serenabadenhorst",2022,"Garden Route, Western Cape, South Africa","during",2,2,"67747 117867"
"serenavanwicklin",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"serenella",2020,"Baltimore, Maryland, USA","during",5,5,"117943 155091 60709 200925 463344"
"sergio_daniels",2021,"Cape Town, Western Cape, South Africa","during",1,1,"83475"
"seunger",2019,"Charlotte, North Carolina, USA","during",1,1,"117951"
"seunger",2020,"Charlotte, North Carolina, USA","during",1,1,"117943"
"sezb",2020,"Brighton, Sussex, UK","during",2,2,"344442 355350"
"sfallon",2019,"Boston, Massachusetts, USA","during",1,1,"117943"
"sfernandez9",2021,"Dallas-Fort Worth, Texas, USA","before",3,3,"117942 117899 462953"
"sfiore1",2021,"Boston, Massachusetts, USA","during",1,1,"182631"
"sfrichey",2021,"Albuquerque, New Mexico, USA","during",1,1,"212280"
"sglass1",2020,"Boston, Massachusetts, USA","during",1,1,"54735"
"sh1025",2021,"Central Taiwan, Taiwan","after",1,1,"67747"
"sh1025",2021,"Chiayi-Yunlin, Taiwan","during",1,1,"121176"
"sh1025",2022,"Chiayi-Yunlin, Taiwan","during",3,3,"67747 49490 117859"
"shabar",2022,"Garden Route, Western Cape, South Africa","during",2,2,"203713 117892"
"shablackburn",2022,"Boston, Massachusetts, USA","before",1,1,"182679"
"shanetrutgers",2022,"Cape Town, Western Cape, South Africa","during",5,3,"55576 55553 464002"
"shannonhampton",2022,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"shannonsnyder14",2020,"Baltimore, Maryland, USA","during",1,1,"117943"
"shanzwag",2022,"Tri-Cities, British Columbia, Canada","during",3,2,"155093 117992 49490"
"sharon152",2021,"Charlottesville, Virginia, USA","before",1,1,"54294"
"sharonsh168",2020,"Fairfield and Westchester County, Connecticut and New York, USA","during",1,1,"155092"
"sharonsh168",2022,"Fairfield and Westchester County, Connecticut and New York, USA","before",4,4,"182455 123230 69430 203800"
"sharonsh168",2022,"Fairfield and Westchester County, Connecticut and New York, USA","during",6,2,"182455 117951 148365"
"sharonta",2022,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",2,2,"182679 229759"
"shaundaniel",2019,"Eugene-Springfield, Oregon, USA","during",2,2,"54734 226626"
"shaunpogacnik95",2020,"Cleveland-Akron-Canton, OH, USA","after",2,2,"222957 462721"
"shaunpogacnik95",2021,"Cleveland-Akron-Canton, OH, USA","before",1,1,"67747"
"shauns",2021,"Garden Route, Western Cape, South Africa","after",2,2,"83475 203713"
"shauns",2021,"Garden Route, Western Cape, South Africa","during",7,5,"60724 229245 48325 55554 67747"
"shauns",2022,"Garden Route, Western Cape, South Africa","before",2,2,"229759 117867"
"shauns",2022,"Garden Route, Western Cape, South Africa","during",4,4,"69430 117867 55553 48325"
"shayleepowell",2021,"Cape Town, Western Cape, South Africa","during",1,1,"117942"
"shellif",2019,"Austin, Texas, USA","after",1,1,"117943"
"shepardwill",2020,"Boston, Massachusetts, USA","during",1,1,"49490"
"sherrymariekay",2022,"Austin, Texas, USA","during",13,10,"117877 232361 229759 532533 222950 117867 117938 175859 233685 69430 117887"
"sheturnedmeintoanewt",2020,"Cleveland-Akron-Canton, OH, USA","before",1,1,"125754"
"shhactnatural",2020,"Fairfield and Westchester County, Connecticut and New York, USA","during",1,1,"155093"
"shielaramirez",2021,"Davao City, Philippines","during",2,2,"182631 117938"
"shielaramirez",2022,"Davao City, Philippines","during",4,4,"155497 148365 69436 221305"
"shilohbird",2021,"Chicago, Illinois, USA","before",1,1,"117943"
"shin-ming_ku",2022,"Central Taiwan, Taiwan","during",1,1,"218332"
"shin_esther",2022,"Tri-Cities, British Columbia, Canada","after",1,1,"352459"
"shinepalma",2022,"Davao City, Philippines","during",3,3,"463344 182631 463825"
"shinsatok",2021,"Boston, Massachusetts, USA","after",1,1,"121176"
"shirley146",2020,"Alachua County, Florida, USA","during",1,1,"322661"
"shirley23",2022,"Albuquerque, New Mexico, USA","after",1,1,"182679"
"shirley70",2019,"Bogotá, Colombia","during",2,1,"117867"
"shl235",2021,"Orange County, California, USA","during",2,2,"155094 60724"
"shobson7",2022,"Orange County, California, USA","before",1,1,"154250"
"sianisarini1331",2022,"Ciudad de Panamá, Panamá","during",1,1,"630835"
"sibiyas",2019,"Cape Town, Western Cape, South Africa","during",1,1,"60724"
"sichtopher_chrisko",2021,"Denver-Boulder Metro, Colorado, USA","during",2,2,"182461 154250"
"siddarthmachado",2021,"Alachua County, Florida, USA","before",1,1,"67747"
"sierramoline",2020,"Boston, Massachusetts, USA","during",1,1,"203800"
"sightori",2021,"Cape Town, Western Cape, South Africa","during",1,1,"67747"
"siglo",2022,"Austin, Texas, USA","during",4,4,"120384 462706 55553 123457"
"silentprincess",2018,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117951"
"simcockr",2020,"Auckland, Auckland, New Zealand","during",1,1,"67747"
"simeonlolo",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"117943"
"simjar",2021,"Copenhagen, Denmark","before",1,1,"123175"
"simonechetty",2021,"eThekwini, Kwa-Zulu Natal, South Africa","during",1,1,"60724"
"sindip",2019,"Baltimore, Maryland, USA","during",1,1,"117943"
"sindy_tutora",2018,"Bogotá, Colombia","during",2,2,"200925 69436"
"sindy_tutora",2019,"Bogotá, Colombia","during",1,1,"54294"
"sirbeunuls",2022,"Cape Town, Western Cape, South Africa","during",1,1,"117867"
"sisithefungai",2022,"Garden Route, Western Cape, South Africa","before",1,1,"67343"
"siwnaturalist",2021,"Fairfield and Westchester County, Connecticut and New York, USA","before",1,1,"182713"
"sjiarv",2022,"Birmingham & Black Country, Midlands, UK","during",5,5,"55576 117887 182631 54734 123175"
"skippydeluba",2022,"Boston, Massachusetts, USA","before",2,2,"48711 49490"
"skmohr09",2021,"Boise, Idaho, USA","during",2,1,"344442"
"skrentnyjeff",2019,"Chicago, Illinois, USA","during",5,5,"54734 233685 463344 175433 117943"
"skrentnyjeff",2021,"Chicago, Illinois, USA","during",1,1,"151767"
"skruss",2021,"Geelong, Victoria, Australia","after",1,1,"67747"
"skruss",2021,"Geelong, Victoria, Australia","during",2,1,"54757 55576"
"skruss",2022,"Geelong, Victoria, Australia","after",2,2,"117892 182679"
"skruss",2022,"Geelong, Victoria, Australia","during",3,3,"55576 182679 49490"
"skyepk",2019,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117951"
"skyepk",2021,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117867"
"skyepk",2022,"Cleveland-Akron-Canton, OH, USA","during",2,2,"117943 155091"
"skyler_m",2022,"Ōtautahi/Christchurch, Canterbury, New Zealand","before",3,3,"406442 1135337 49490"
"skylerfly",2019,"Denver-Boulder Metro, Colorado, USA","before",1,1,"463837"
"slammy199",2021,"Birmingham Metro Area, Alabama, USA","during",3,3,"460246 117867 67747"
"slivesey",2021,"Garden Route, Western Cape, South Africa","after",1,1,"217100"
"slivesey",2021,"Garden Route, Western Cape, South Africa","during",1,1,"229759"
"slivesey",2022,"Garden Route, Western Cape, South Africa","during",6,5,"55554 67747 117938 232361 117892 229759"
"slnassif",2020,"Alachua County, Florida, USA","during",3,2,"67747 117867"
"slnassif",2021,"Alachua County, Florida, USA","during",1,1,"117867"
"slorock",2019,"Austin, Texas, USA","during",1,1,"232361"
"slothish",2021,"Eugene-Springfield, Oregon, USA","during",1,1,"49490"
"slowloras",2019,"Bristol & Bath City Region, UK","during",3,2,"123175 55576"
"slrjd",2022,"Colorado Springs, Colorado, USA","after",1,1,"123230"
"slww",2020,"Atlanta, Georgia, USA","during",1,1,"320843"
"smankelow",2019,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",1,1,"117943"
"smankelow",2021,"Ōtautahi/Christchurch, Canterbury, New Zealand","during",2,2,"55576 117943"
"smartatx",2022,"Austin, Texas, USA","before",1,1,"232361"
"smartin5",2020,"Baltimore, Maryland, USA","during",2,2,"117942 117867"
"smcconnell",2019,"Calgary, Canada","during",1,1,"182455"
"smicale",2022,"Boston, Massachusetts, USA","during",1,1,"60724"
"smilemma",2020,"Western NC, North Carolina, USA","during",1,1,"117425"
"smithj2021",2019,"Cleveland-Akron-Canton, OH, USA","during",2,2,"117943 200925"
"smlangridge",2018,"Boston, Massachusetts, USA","during",3,3,"182656 49488 117943"
"smnhc",2019,"Albuquerque, New Mexico, USA","during",5,5,"203087 125055 132303 175359 632126"
"smnhc",2020,"Albuquerque, New Mexico, USA","during",14,11,"223123 67747 117988 154107 182502 230002 60724 174748 229777 123230 54294 155094"
"smnhc",2021,"Albuquerque, New Mexico, USA","during",3,3,"48325 67747 174748"
"smnhc",2022,"Albuquerque, New Mexico, USA","during",5,4,"532563 69436 205689 48325 69437"
"smnoble",2021,"Charlotte, North Carolina, USA","after",1,1,"49490"
"smpbiologist-dtoth",2018,"Cleveland-Akron-Canton, OH, USA","during",2,1,"119669 49490"
"smpbiologist-jwhittle",2019,"Cleveland-Akron-Canton, OH, USA","after",1,1,"179037"
"smpbiologist-jwhittle",2019,"Cleveland-Akron-Canton, OH, USA","during",1,1,"117943"
"smrozak",2018,"Boston, Massachusetts, USA","during",4,3,"54735 69430 117943"
"smrozak",2019,"Boston, Massachusetts, USA","during",2,2,"49490 117951"
"smrozak",2020,"Boston, Massachusetts, USA","after",1,1,"117951"
"smrozak",2020,"Boston, Massachusetts, USA","before",6,3,"125773 117951 117942"
"smrozak",2020,"Boston, Massachusetts, USA","during",6,4,"49490 117951 117942 117943 155094"
"smrozak",2021,"Boston, Massachusetts, USA","before",1,1,"154184"
"smrozak",2021,"Boston, Massachusetts, USA","during",16,8,"117951 117867 48325 50252 67747 117943 182631 54757 55576 175440 49490"
